searchTerms,title,snippet,link,rank
flights to stockholm,Flights to Stockholm - Get United's Best Fares Today - United Airlines,"Find flights to Stockholm with United. Discover a modern travel experience 
featuring premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-stockholm,10
flights to jeju,"Cheap Flights to Jeju Island, Jeju (CJU Airport) $524 in 2020 | Expedia","Looking for cheap flights to Jeju Island from airlines such as American Airlines, 
Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia to get the
 ...",https://www.expedia.com/Cheap-Flights-To-Jeju-Island.d6049718.Travel-Guide-Flights,1
flights to jeju,CHEAP FLIGHTS FROM Seoul to Jeju (with Prices) [SEL - CJU ...,"Ticket prices and seat availability change rapidly and cannot be guaranteed. 
Popular airlines flying from Seoul to Jeju. What Tripadvisor travelers are saying 
about ...",https://www.tripadvisor.com/Flights-g297885-o294197-Seoul_to_Jeju.html,2
flights to jeju,"Cheap Flights to Jeju, South Korea - Search Deals on Airfare to Jeju ...","Looking for cheap flights to Jeju, South Korea from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-jeju/,3
flights to jeju,Jeju Air,"Jeju Air is Korea's No.1 LCC. You can purchase your tickets conveniently at up to 
50% ... Search flights. Get check in and ticketing done with a mobile boarding ...",https://www.jejuair.net/,4
flights to jeju,"Airlines That Fly to Jeju, CJU | Skyscanner","Find airlines with flights to Jeju Airport, CJU. Compare all major airlines & travel 
agents to get the cheapest airfare to Jeju at Skyscanner.com.",https://www.skyscanner.com/flights-to/cju/airlines-that-fly-to-jeju-airport.html,5
flights to jeju,Cheap Flights to Jeju City (CJU) from $1119 - KAYAK,"Find flights to Jeju City on Korean Air and more. Fly round-trip from San Jose 
from $1119, from San Francisco from $1167. Search for Jeju City flights on 
KAYAK ...",https://www.kayak.com/flight-routes/United-States-US0/Jeju-City-CJU,6
flights to jeju,Cheap Flights from Jeju to Seoul from $25 in 2020 | Skyscanner,"Cheap Flights from Jeju International Airport to Seoul. Airlines fly non-stop from 
Jeju to Seoul. 0h 55min. average flight time from Jeju to Seoul. Fly on Asiana ...",https://www.skyscanner.com/routes/cju/sela/jeju-to-seoul.html,7
flights to jeju,Jeju International Airport - Wikipedia,"Jeju International Airport (IATA: CJU, ICAO: RKPC) is the 2nd largest airport in 
South Korea, just ... On 10 August 1994, Korean Air Flight 2033 overran the 
runway while attempting to land at Jeju International Airport. All 160 persons on 
board ...",https://en.wikipedia.org/wiki/Jeju_International_Airport,8
flights to jeju,Main | Jeju Air,"Infants. Domestic Flight. Older than 7 days and less than 24 months (based on 
departure date). International Flight. Older than 14 days and less than 24 months
 ...",http://www.jejuair.net/jejuair/main.jsp,9
flights to jeju,The world's busiest air route is between Seoul and Jeju - Business ...,"Jul 20, 2018 ... Flights from Seoul to Jeju are so popular that you can board one ... first guess 
wasn't the domestic flight between Seoul and Jeju, the capital of ...",https://www.businessinsider.com/the-worlds-busiest-air-route-is-between-seoul-and-jeju-2016-12,10
flights to mexico city,"$51 Flights to Mexico City, Mexico (MEX) - Tripadvisor","Book Cheap Flights to Mexico City: Search and compare airfares on Tripadvisor 
to find the best flights for your trip to Mexico City. Choose the best airline for you ...",https://www.tripadvisor.com/Flights-g150800-Mexico_City_Central_Mexico_and_Gulf_Coast-Cheap_Discount_Airfares.html,1
flights to mexico city,"Cheap Flights to Mexico City, Mexico in 2020 | Expedia","Looking for cheap flights to Mexico City from airlines such as American Airlines, 
Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia to get ...",https://www.expedia.com/Cheap-Flights-To-Mexico-City.d178285.Travel-Guide-Flights,2
flights to mexico city,Aeromexico flights to Mexico City (MEX airport) | Aeromexico,"Flying to Mexico City? Compare and book flight deals to Mexico City (MEX) with 
Aeromexico. Enjoy free refreshments, comfortable seats, and a friendly service ...",https://flights.aeromexico.com/en-us/flights-to-mexico-city,3
flights to mexico city,"Cheap Flights to Mexico City, Mexico - Search Deals on Airfare to ...","Looking for cheap flights to Mexico City, Mexico from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight ...",https://www.cheapflights.com/flights-to-mexico-city/,4
flights to mexico city,Cheap Flights to Mexico City (MEX) from $146 in 2020 | Skyscanner,"Find cheap flights to Mexico City Juarez International (MEX) in 2019 using 
Skyscanner's flight comparison tool. We compare all major airlines and travel 
agents ...",https://www.skyscanner.com/flights-to/mex/cheap-flights-to-mexico-city-juarez-international-airport.html,5
flights to mexico city,Cheap Flights to Mexico City (MEX) from $144 - KAYAK,"Enter your preferred departure airport and travel dates into the search form above 
to unlock the latest Mexico City flight deals. If you're booking flights to Mexico ...",https://www.kayak.com/flight-routes/United-States-US0/Mexico-City-Benito-Juarez-MEX,6
flights to mexico city,"Airlines That Fly to Mexico City Juarez International, MEX | Skyscanner","Skyscanner allows you to find the cheapest flights to Mexico City Juarez 
International (from hundreds of airlines including Aeromexico, American Airlines, 
Delta) ...",https://www.skyscanner.com/flights-to/mex/airlines-that-fly-to-mexico-city-juarez-international-airport.html,7
flights to mexico city,Book cheap flights to Mexico City (MEX) with Volaris from USD 75,"Find low prices on Mexico City flights with Volaris. Book your flights to Mexico 
City (MEX), Mexico from over 65 cities in the Americas.",https://flights.volaris.com/en-us/flights-to-mexico-city,8
flights to mexico city,Aeromexico: Best Flight Deals to Mexico and Latin America,"Book your 3:00pm flight on Clase Premier from New York to Mexico City and fly 
onboard the most modern aircraft, the most comfortable way possible. Full flat 
bed, ...",https://aeromexico.com/,9
flights to mexico city,Flights to Mexico City - Get United's Best Fares Today - United Airlines,"Find flights to Mexico City with United. Discover a modern travel experience 
featuring premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-mexico-city,10
flights to siem reap,Cheap Flights to Siem Reap (REP) from $895 - KAYAK,"Siem Reap International Airport (REP) is the second most important airport in 
Cambodia after Phnom Penh International Airport (PNH). It is the closest airport 
to ...",https://www.kayak.com/flight-routes/United-States-US0/Siem-Reap-REP,1
flights to siem reap,$574 Cheap Flights to Siem Reap in 2020 | Skyscanner,"Find cheap flights to Siem Reap (REP) in 2019 using Skyscanner's flight 
comparison tool. We compare all major airlines and travel agents for flights to 
Siem ...",https://www.skyscanner.com/flights-to/rep/cheap-flights-to-siem-reap-airport.html,2
flights to siem reap,"Cheap Flights to Siem Reap, Siem Reap (REP Airport) $584 in 2020 ...","How much is the cheapest flight to Siem Reap? Prices were available within the 
past 7 days and starts at $480 for one-way flights and $584 for round trip, for the ...",https://www.expedia.com/Cheap-Flights-To-Siem-Reap.d2975.Travel-Guide-Flights,3
flights to siem reap,Direct flights from Siem Reap (REP),"This direct flight takes around 8 hours and 15 minutes and is operated by Qatar 
Airways. Airlines flying from Siem Reap. In total there are 22 airlines flying from 
and ...",https://www.flightconnections.com/flights-from-siem-reap-rep,4
flights to siem reap,"$73 Flights to Siem Reap, Cambodia (REP) - Tripadvisor","Book Cheap Flights to Siem Reap: Search and compare airfares on Tripadvisor 
to find the best flights for your trip to Siem Reap. Choose the best airline for you ...",https://www.tripadvisor.com/Flights-g297390-Siem_Reap_Siem_Reap_Province-Cheap_Discount_Airfares.html,5
flights to siem reap,"Cheap Flights to Siem Reap, Cambodia - Search Deals on Airfare to ...","Find cheap flights to Siem Reap from $1010. Search and compare the best real-
time prices for your round-trip, one-way, or last-minute flight to Siem Reap.",https://www.cheapflights.com/flights-to-siem-reap/,6
flights to siem reap,Siem Reap International Airport - Wikipedia,"Siem Reap International Airport (IATA: REP, ICAO: VDSR) serves Siem Reap, a 
popular tourist ... off National Route 6 north. Runway alignments are 23 & 05, with 
only 23 being used for takeoff, due to flight restrictions over Angkor temple.",https://en.wikipedia.org/wiki/Siem_Reap_International_Airport,7
flights to siem reap,Book Flights to Siem Reap (REP) | Find Cheap Flights | Webjet,"Compare Cheap Flights to Siem Reap, Cambodia. Want to explore Siem Reap's 
rich history and ancient ruins? Check out Webjet's latest deals, find a flight that ...",https://www.webjet.com.au/flights/siem-reap/,8
flights to siem reap,Flights to Siem Reap (REP) | Cathay Pacific,"Find & book great deals on Siem Reap (REP) Flights. Fly to Siem Reap with 
Cathay Pacific and experience award-winning service.",https://www.cathaypacific.com/destinations/en_US/flights-to-siem-reap,9
flights to siem reap,Airlines that Fly to Siem Reap - Siem Reap Flight Information,"Nov 10, 2017 ... Popular flights to Siem Reap are from Bangkok (Thailand), Kuala Lumpur (
Malaysia) and Singapore, as these hubs are generally good options ...",https://www.siemreap.net/visit/travel-info/transport/flight-information/,10
flights to lima,"Cheap Flights to Lima, Lima in 2020 | Expedia","Looking for cheap flights to Lima from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the best ...",https://www.expedia.com/Cheap-Flights-To-Lima.d178277.Travel-Guide-Flights,1
flights to lima,"$39 Flights to Lima, Peru (LIM) - Tripadvisor","Book Cheap Flights to Lima: Search and compare airfares on Tripadvisor to find 
the best flights for your trip to Lima. Choose the best airline for you by reading ...",https://www.tripadvisor.com/Flights-g294316-Lima_Lima_Region-Cheap_Discount_Airfares.html,2
flights to lima,Cheap Flights to Lima (LIM) from $78 - KAYAK,"The cheapest month to fly to Lima is March. Enter your preferred departure airport 
and travel dates into the search form above to unlock the latest Lima flight deals.",https://www.kayak.com/flight-routes/United-States-US0/Lima-J-Chavez-Intl-LIM,3
flights to lima,Cheap flights to Lima | Skyscanner,"Find cheap flights to Lima (LIM) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Lima with no ...",https://www.skyscanner.com/flights-to/lim/cheap-flights-to-lima-airport.html,4
flights to lima,Cheap Flights to Lima (LIM) | Fly to (LIM) | LATAM Airlines,"Flying to Lima? Book flight deals to Lima (LIM) with LATAM Airlines - best 
network of destinations in South America.",https://www.latam.com/en-us/flights-to-lima,5
flights to lima,"Cheap Flights to Lima, (LIM) Airline Tickets","Book Cheap Flights to Lima (LIM) on CheapOair? Search hundreds of airlines for 
the cheapest tickets to Lima, Peru. Use promo codes at checkout and save big ...",https://www.cheapoair.com/flights/cheap-flights-to-lima-lim-peru,6
flights to lima,"Cheap Flights to Lima, Peru - Search Deals on Airfare to Lima from ...","Find cheap flights to Lima from $102. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to Lima.",https://www.cheapflights.com/flights-to-lima/,7
flights to lima,Cheap Lima Flights as Low as $29 | Travelocity,"Searching for flights to Lima? As COVID-19 disrupts travel, a few airlines are 
offering WAIVING CHANGE FEE for new bookings.",https://www.travelocity.com/Cheap-Flights-To-Lima.d178277.Travel-Guide-Flights,8
flights to lima,Cheap Flights to Lima (LIM) from $78 | momondo,"On average you can find the best deals on plane tickets to Lima when looking for 
flights with afternoon departure times. Lima flight deals found on momondo.",https://www.momondo.com/flights/lima,9
flights to lima,Find flights to Lima - American Airlines,"Find low-fare American Airlines flights to Lima. Enjoy our travel experience and 
great prices. Book the lowest fares on Lima flights today!",https://www.aa.com/en-us/flights-to-lima,10
flights to rio de janeiro,"$31 Flights to Rio de Janeiro, RJ (RIO) - Tripadvisor","Book Cheap Flights to Rio de Janeiro: Search and compare airfares on 
Tripadvisor to find the best flights for your trip to Rio de Janeiro. Choose the best 
airline ...",https://www.tripadvisor.com/Flights-g303506-Rio_de_Janeiro_State_of_Rio_de_Janeiro-Cheap_Discount_Airfares.html,1
flights to rio de janeiro,"Cheap Flights to Rio de Janeiro, Southeast Region (GIG & SDU ...","Looking for cheap flights to Rio de Janeiro from airlines such as American 
Airlines, Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia 
to get ...",https://www.expedia.com/Cheap-Flights-To-Rio-De-Janeiro.d178301.Travel-Guide-Flights,2
flights to rio de janeiro,Cheap Flights to Rio de Janeiro (RIO) from $397 - KAYAK,"Find flights to Rio de Janeiro on Avianca, GOL, LATAM Airlines and more. Fly 
round-trip from Fort Lauderdale from $397, from Miami from $430, from Orlando ...",https://www.kayak.com/flight-routes/United-States-US0/Rio-de-Janeiro-RIO,3
